track_id,song_id,artist_id,artist_name,song_title,genre,dot1_artist,dot1_song,dot1_genre,dot1_score,dot2_artist,dot2_song,dot2_genre,dot2_score,dot3_artist,dot3_song,dot3_genre,dot3_score,centered1_artist,centered1_song,centered1_genre,centered1_score,centered2_artist,centered2_song,centered2_genre,centered2_score,centered3_artist,centered3_song,centered3_genre,centered3_score,corr1_artist,corr1_song,corr1_genre,corr1_score,corr2_artist,corr2_song,corr2_genre,corr2_score,corr3_artist,corr3_song,corr3_genre,corr3_score,cos1_artist,cos1_song,cos1_genre,cos1_score,cos2_artist,cos2_song,cos2_genre,cos2_score,cos3_artist,cos3_song,cos3_genre,cos3_score
TRFYMPB128F93100C0,SOXKRRQ12AB017C0F2,ARD063K11C8A422ED7,Empire Of The Sun,We Are The People (Shazam Remix),electronic,Lauryn Hill,Interlude 5,r&b/soul,8737.0,Twista,I'm A Winner (Amended Album Version),hip hop,7195.0,Erykah Badu,I Want You,r&b/soul,6302.0,Lauryn Hill,Interlude 5,r&b/soul,8116.920000000002,Twista,I'm A Winner (Amended Album Version),hip hop,6789.757499999997,Erykah Badu,I Want You,r&b/soul,6074.1037499999875,Clawfinger,Revenge,metal,0.7456428303160773,Jay-Jay Johanson,Rush,electronic,0.7304206635896475,The Corrs,Irresistible ( LP Version ),pop,0.7152316350031789,Clawfinger,Revenge,metal,0.7544107678533769,Jay-Jay Johanson,Rush,electronic,0.7390582047411307,The Corrs,Irresistible ( LP Version ),pop,0.7226488246114888
TRBCSDW128F424D686,SOQWSGM12A6D4FC3C6,ARIRCA31187FB58E84,The Maine,You Left Me,electronic,Lauryn Hill,Interlude 5,r&b/soul,9266.0,Danity Kane,Hold Me Down (Album Version),r&b/soul,8377.0,Five,That's What You Told Me,pop,7883.0,Lauryn Hill,Interlude 5,r&b/soul,8553.92,Danity Kane,Hold Me Down (Album Version),r&b/soul,8047.082500000002,Five,That's What You Told Me,pop,7610.165000000005,Les Valentins,It's Too Late,pop,0.6832478050671903,The Isley Brothers,Touch Me,blues,0.644254113380263,Hilary Duff,Play With Fire,pop,0.6283818352416844,Les Valentins,It's Too Late,pop,0.692284114430058,The Isley Brothers,Touch Me,blues,0.6547758611089833,Hilary Duff,Play With Fire,pop,0.6392680317217907
TRRXQJA128F1472A56,SOYPJMP12AF72A901D,ARWA8AH1187FB3FC84,Hot Chip,The Warning,electronic,Twista,I'm A Winner (Amended Album Version),hip hop,3859.0,Lauryn Hill,Interlude 5,r&b/soul,3739.0,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,3551.0,Twista,I'm A Winner (Amended Album Version),hip hop,3604.0699999999933,Lauryn Hill,Interlude 5,r&b/soul,3348.919999999999,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,3224.784999999996,Annihilator,Hunter killer,metal,0.6989437317707897,Shai,Waiting For The Day,r&b/soul,0.6974372227790097,The Dells,It's All Up To You,r&b/soul,0.6843409112271107,Shai,Waiting For The Day,r&b/soul,0.7080898506941884,Annihilator,Hunter killer,metal,0.7060697363811239,The Dells,It's All Up To You,r&b/soul,0.6936925649838742
TRMDYBW128F14A17E8,SOODBDC12A8C13E4E9,ARTH03J1187FB3E00C,Enter Shikari,Keep It On Ice,electronic,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,1426.0,Eminem,My Darling,hip hop,1253.0,Life Without Buildings,New Town,rock,1231.0,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,1298.2837500000026,Fatboy Slim,Acid 8000,electronic,1179.7337500000003,Life Without Buildings,New Town,rock,1167.608749999998,At The Gates,Captor Of Sin (Slayer Cover),metal,0.6284530678419453,Kotipelto,Lord Of Eternity,metal,0.6160767380690613,Gorefest,Super Reality,metal,0.5959436238059821,At The Gates,Captor Of Sin (Slayer Cover),metal,0.6381371265238076,Kotipelto,Lord Of Eternity,metal,0.6254869980354952,Gorefest,Super Reality,metal,0.6057689414782675
TRCNUNL128F93437CF,SOYQNWH12AB0180C07,ARTH03J1187FB3E00C,Enter Shikari,The Jester,electronic,Lauryn Hill,Interlude 5,r&b/soul,3529.0,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,2594.0,Twista,I'm A Winner (Amended Album Version),hip hop,2319.0,Lauryn Hill,Interlude 5,r&b/soul,3207.000000000003,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,2324.718749999998,Twista,I'm A Winner (Amended Album Version),hip hop,2108.562499999997,Lost Boyz,Keep It Real,hip hop,0.7098437463373437,Murs,You & I,hip hop,0.6838021961195,Above The Law,Flow On (Move Me No Mountain),hip hop,0.6829748169205642,Lost Boyz,Keep It Real,hip hop,0.7272648260569898,Above The Law,Flow On (Move Me No Mountain),hip hop,0.7033017724963556,Murs,You & I,hip hop,0.702882205347534
TRIPJIJ128F1453AE0,SORSPQO12A6D4F782F,AREACYD1187FB566DE,Enya,Lazy Days,electronic,Lauryn Hill,Interlude 5,r&b/soul,1240.0,Vanilla Ice,Ice Is Workin' It,hip hop,1176.0,Daft Punk,Touch It / Technologic,electronic,1144.0,Lauryn Hill,Interlude 5,r&b/soul,1122.2399999999996,Vanilla Ice,Ice Is Workin' It,hip hop,1120.3199999999963,Daft Punk,Touch It / Technologic,electronic,1097.5200000000034,Anjali,Mistress Of Disguise,electronic,0.5859491664024652,Darden Smith,Swept Away,country,0.5791766037625492,Earlimart,It's Okay To Think About Ending,electronic,0.5725591622596257,Anjali,Mistress Of Disguise,electronic,0.5985239830039881,Darden Smith,Swept Away,country,0.5920586402617903,Earlimart,It's Okay To Think About Ending,electronic,0.5829845869535093
TRPLRVY128F1473EBE,SOTCEXG12A6D4F60FE,AREACYD1187FB566DE,Enya,Someone Said Goodbye,electronic,Lauryn Hill,Interlude 5,r&b/soul,4463.0,Erykah Badu,I Want You,r&b/soul,3086.0,Twista,I'm A Winner (Amended Album Version),hip hop,3037.0,Lauryn Hill,Interlude 5,r&b/soul,4091.3200000000006,Erykah Badu,I Want You,r&b/soul,2949.397499999996,Twista,I'm A Winner (Amended Album Version),hip hop,2794.0949999999993,Rosanne Cash,I Don't Know Why You Don't Want Me,country,0.7192580977680852,Mr. Vegas,I Don't Know Why I Love You,reggae,0.6600251045552675,Ten Years After,I Don't Know That You Don't Know My Name (2004 Digital Remaster),blues,0.6196878869366149,Rosanne Cash,I Don't Know Why You Don't Want Me,country,0.7267854833606897,Mr. Vegas,I Don't Know Why I Love You,reggae,0.6681571071763651,Jane Monheit,Why Can't You Behave?,jazz,0.6295711050428603
TRWPUDX128F148F907,SODFLBN12A6D4F923A,AREACYD1187FB566DE,Enya,The Magic Of The Night,electronic,Lauryn Hill,Interlude 5,r&b/soul,1640.0,Twista,I'm A Winner (Amended Album Version),hip hop,1374.0,The Pharcyde,Otha Fish,hip hop,1350.0,Lauryn Hill,Interlude 5,r&b/soul,1384.2400000000005,The Pharcyde,Otha Fish,hip hop,1217.0812499999993,Twista,I'm A Winner (Amended Album Version),hip hop,1206.8525000000022,Lard,The Power Of Lard,punk,0.5713510788110242,Seelenkrank,Lost,electronic,0.5432385530818851,Assemblage 23,MAPS OF REALITY,pop,0.5154597811191144,Lard,The Power Of Lard,punk,0.5896322973574187,Seelenkrank,Lost,electronic,0.5583246731243598,Assemblage 23,MAPS OF REALITY,pop,0.5369008030934663
TRZQTSM128F9328120,SOZDITZ12A58A7B41A,AR91C8S1187B990901,Bruce Springsteen,Gave It A Name,folk,Lauryn Hill,Interlude 5,r&b/soul,1133.0,Vanilla Ice,Ice Is Workin' It,hip hop,985.0,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,970.0,Lauryn Hill,Interlude 5,r&b/soul,972.9199999999993,Vanilla Ice,Ice Is Workin' It,hip hop,909.3100000000005,Daft Punk,Touch It / Technologic,electronic,903.816250000002,Rasputina,Mr. E. Leon Rauis,rock,0.5796968952234607,Freezepop,Ninja Of Love (Album Version),pop,0.578735565778671,Devo,Mongoloid,punk,0.550751776519566,Rasputina,Mr. E. Leon Rauis,rock,0.5931226425529182,Freezepop,Ninja Of Love (Album Version),pop,0.5901834567271025,Binary Star,Wolfman Jack,hip hop,0.5632297693626623
TRNZCWJ128F427099F,SODXHZV12A8C1340B6,ARH861H1187B9B799E,Johnny Cash,The Vanishing Race,folk,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,1696.0,Lauryn Hill,Interlude 5,r&b/soul,1648.0,Eminem,8 Mile,hip hop,1139.0,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,1554.4349999999965,Lauryn Hill,Interlude 5,r&b/soul,1478.72,Eminem,8 Mile,hip hop,1032.1649999999993,Domine,The Ride Of The Valkyries,classical,0.672340334049815,Helen Reddy,Peaceful,pop,0.6598012519105695,Art Garfunkel,The Sound of Silence,folk,0.6452087927872592,Domine,The Ride Of The Valkyries,classical,0.6842119717617625,Helen Reddy,Peaceful,pop,0.6732444622478669,Art Garfunkel,The Sound of Silence,folk,0.6597289562238479
TRJQRAP128F9314B3F,SOMSWGY12AB017F755,ARZENOX1187B98A645,John Mayer,All We Ever Do Is Say Goodbye,folk,Lauryn Hill,Interlude 5,r&b/soul,4058.0,Erykah Badu,I Want You,r&b/soul,3182.0,Twista,I'm A Winner (Amended Album Version),hip hop,2569.0,Lauryn Hill,Interlude 5,r&b/soul,3662.4000000000033,Erykah Badu,I Want You,r&b/soul,3036.6062499999985,R. Kelly,Don't You Say No,r&b/soul,2431.043749999999,Kelly Price,Don't Say Goodbye,r&b/soul,0.5440054369177465,Lisa Stansfield,Goodbye,punk,0.5016856803172768,Morcheeba,Part Of The Process,electronic,0.49571303337761097,Kelly Price,Don't Say Goodbye,r&b/soul,0.5576360185477601,Lisa Stansfield,Goodbye,punk,0.515954481420897,Phantom Planet,See You Next Summer,rock,0.5087351263108321
TRETJUU128F426402A,SOYHOTV12A8C132B9B,ARZENOX1187B98A645,John Mayer,Clarity,folk,R. Kelly,I Mean (I Don't Mean It),r&b/soul,3416.0,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,3347.0,Lauryn Hill,Interlude 5,r&b/soul,3332.0,R. Kelly,I Mean (I Don't Mean It),r&b/soul,3240.002500000001,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,2999.242499999999,Lauryn Hill,Interlude 5,r&b/soul,2916.1600000000026,Cat Stevens,Rubylove,folk,0.7899779050641508,Gorky's Zygotic Mynci,Honeymoon With You,pop,0.5841660214865242,Teena Marie,Dear Lover,r&b/soul,0.5288989868982447,Cat Stevens,Rubylove,folk,0.7914090893574053,Gorky's Zygotic Mynci,Honeymoon With You,pop,0.592999738458225,Teena Marie,Dear Lover,r&b/soul,0.5409967898181834
TRNOUUF128F4280B8D,SOHREDT12A8C13862F,ARZENOX1187B98A645,John Mayer,Why Georgia,folk,Eminem,8 Mile,hip hop,3749.0,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,3657.0,Rufio,Over It (Acoustic),punk,3583.0,Eminem,8 Mile,hip hop,3526.0399999999963,Rufio,Over It (Acoustic),punk,3463.2400000000093,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,3361.5599999999936,Eminem,8 Mile,hip hop,0.7480160130617194,Eminem,Rabbit Run,hip hop,0.7477634748512698,Common,Book Of Life,hip hop,0.7462799898868089,Eminem,8 Mile,hip hop,0.75774016369134,Eminem,Rabbit Run,hip hop,0.7575083177970414,Common,Book Of Life,hip hop,0.7555192686623954
TREKVTY128E0784BA3,SOBHKVI12A6701F1C8,ARC8CQZ1187B98DECA,Jack Johnson,Mudfootball (For Moe Lerner),folk,Lauryn Hill,Interlude 5,r&b/soul,2367.0,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,1514.0,Michael Jackson,Man In The Mirror,pop,1355.0,Lauryn Hill,Interlude 5,r&b/soul,2024.7599999999975,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,1227.7925000000005,Michael Jackson,Man In The Mirror,pop,1061.5850000000016,Shane MacGowan And The Popes,More Pricks Than Kicks,folk,0.5190026997832143,Beast,Devil,electronic,0.5055528952192916,Bouncing Souls,East Coast Fuck You,punk,0.4955270649658352,Beast,Devil,electronic,0.5392784452354596,Shane MacGowan And The Popes,More Pricks Than Kicks,folk,0.5382528517857033,Big Moe,S.U.C.,hip hop,0.5233054874891184
TRYNAAP128F427EF64,SOCJTTL12A8C14009F,AR7OA5G1187B98D3A0,Sufjan Stevens,Sister Winter,folk,Lauryn Hill,Interlude 5,r&b/soul,3703.0,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,3494.0,Twista,I'm A Winner (Amended Album Version),hip hop,3410.0,Lauryn Hill,Interlude 5,r&b/soul,3419.6399999999985,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,3257.0324999999993,Twista,I'm A Winner (Amended Album Version),hip hop,3224.8149999999987,Bette Midler,Friends/Oh My My (LIve),folk,0.7716130694009664,Diary of Dreams,Tears of Laughter,punk,0.6869066333973649,Abba,Waterloo,pop,0.6837850855869907,Bette Midler,Friends/Oh My My (LIve),folk,0.7771210723403891,Diary of Dreams,Tears of Laughter,punk,0.6946715261934102,Abba,Waterloo,pop,0.6914900399419549
TRFMWVJ128E0791E70,SODZLMJ127D977E810,ARE0WH81187B9A7BA3,Rufus Wainwright,In A Graveyard,folk,Lauryn Hill,Interlude 5,r&b/soul,613.0,Ja Rule,One of Us,hip hop,541.0,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,461.0,Lauryn Hill,Interlude 5,r&b/soul,517.3199999999999,Ja Rule,One of Us,hip hop,483.1499999999989,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,380.98500000000126,Birth Control,Gamma Ray,rock,0.4731157847452228,Asphyx,Indulge In Frenzy,metal,0.43662632922430333,Naglfar,And The World Shall Be Your Grave,metal,0.4298124676005156,Birth Control,Gamma Ray,rock,0.49465706503974505,Asphyx,Indulge In Frenzy,metal,0.45727531472419775,Reverend Bizarre,Doom Over The World,metal,0.4545166287977355
TRLTTDC128E079380E,SOCTYHG12A679D7E2B,ARE0WH81187B9A7BA3,Rufus Wainwright,Baby,folk,Lauryn Hill,Interlude 5,r&b/soul,5681.0,Twista,I'm A Winner (Amended Album Version),hip hop,5126.0,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,4861.0,Lauryn Hill,Interlude 5,r&b/soul,5285.4,Twista,I'm A Winner (Amended Album Version),hip hop,4867.462499999991,Erykah Badu,I Want You,r&b/soul,4668.606250000009,Less Than Jake,I Think I Love You,reggae,0.8339074933245704,Next,I Still Love You,r&b/soul,0.8239305960493865,Mario Vazquez,Everytime I...,r&b/soul,0.815241410427082,Less Than Jake,I Think I Love You,reggae,0.8386664591573368,Next,I Still Love You,r&b/soul,0.8289853313139036,Mario Vazquez,Everytime I...,r&b/soul,0.8183457283868151
TRUCWXA128F92E4944,SOYGQGR12AF72ABAB8,ARQEBGJ122E6447D2B,Edward Sharpe & The Magnetic Zeros,Janglin,folk,Lauryn Hill,Interlude 5,r&b/soul,1710.0,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,1085.0,Eminem,My Darling,hip hop,1072.0,Lauryn Hill,Interlude 5,r&b/soul,1491.0399999999995,The Prodigy,We Gonna Rock,electronic,1001.7799999999999,Eminem,My Darling,hip hop,937.9762500000002,Suicide Commando,Dead March,electronic,0.6719954819835102,Dead Kennedys,Goons of Hazzard,punk,0.6659943286996238,Thompson Twins,We Are Detective,pop,0.6419592206954038,Dead Kennedys,Goons of Hazzard,punk,0.6786363838670403,Suicide Commando,Dead March,electronic,0.6777057515773306,Thompson Twins,We Are Detective,pop,0.6545859675012985
TRGQBAX128F426EFCA,SOERZLJ12A8C132D53,AR5FP401187FB523C9,Bob Dylan,Ballad In Plain D,folk,Lauryn Hill,Interlude 5,r&b/soul,4363.0,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,4319.0,Eminem,8 Mile,hip hop,3527.0,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,3868.146249999998,Lauryn Hill,Interlude 5,r&b/soul,3823.879999999996,Eminem,8 Mile,hip hop,3186.753749999999,Con Funk Shun,Electric Lady,r&b/soul,0.765677105830507,Example,Birthday Card,hip hop,0.7493331908470023,Chicago,Caroline (Album Version),pop,0.7444217104322884,Con Funk Shun,Electric Lady,r&b/soul,0.7786801438980581,Example,Birthday Card,hip hop,0.7638939200181829,Chicago,Caroline (Album Version),pop,0.7600571652544487
TRGSDTP128F92F76D1,SOHMZEX12A8C132F5F,AR5FP401187FB523C9,Bob Dylan,One Of Us Must Know (Sooner Or Later),folk,Lauryn Hill,Interlude 5,r&b/soul,8617.0,Twista,I'm A Winner (Amended Album Version),hip hop,6823.0,Erykah Badu,I Want You,r&b/soul,5664.0,Lauryn Hill,Interlude 5,r&b/soul,8099.959999999999,Twista,I'm A Winner (Amended Album Version),hip hop,6485.097500000006,Erykah Badu,I Want You,r&b/soul,5473.973750000007,Angela Bofill,I Try,r&b/soul,0.8249023999190257,Leonard Cohen,Chelsea Hotel #2,folk,0.8194665364814024,Clawfinger,Revenge,metal,0.8091981097180713,Angela Bofill,I Try,r&b/soul,0.8300310278249087,Leonard Cohen,Chelsea Hotel #2,folk,0.8255527888645763,Clawfinger,Revenge,metal,0.8158894872455159
TRMRMTN128F92D426F,SOIZDJI12A8C1435C7,ARSF0K11187B9AF319,James Taylor,It's Growing,folk,Lauryn Hill,Interlude 5,r&b/soul,5582.0,Daft Punk,Touch It / Technologic,electronic,4204.0,Vanilla Ice,Ice Is Workin' It,hip hop,4069.0,Lauryn Hill,Interlude 5,r&b/soul,5028.159999999998,Daft Punk,Touch It / Technologic,electronic,3985.398750000005,Vanilla Ice,Ice Is Workin' It,hip hop,3807.1300000000033,Big Bad Voodoo Daddy,Big And Bad,jazz,0.6544471983993573,16 Horsepower,Coal Black Horses,country,0.6411735414584463,TLC,Shock Dat Monkey,r&b/soul,0.5359128863342352,Big Bad Voodoo Daddy,Big And Bad,jazz,0.6623058767432092,16 Horsepower,Coal Black Horses,country,0.6494944600193853,TLC,Shock Dat Monkey,r&b/soul,0.5487054736705547
TRDFPTZ128F14B108C,SOJKUOG12A6D4FD11D,ARSF0K11187B9AF319,James Taylor,Oh_ Susannah (LP Version),folk,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,2513.0,Lauryn Hill,Interlude 5,r&b/soul,2392.0,Twista,I'm A Winner (Amended Album Version),hip hop,2121.0,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,2319.1174999999994,Lauryn Hill,Interlude 5,r&b/soul,2160.1600000000003,Twista,I'm A Winner (Amended Album Version),hip hop,1969.485000000005,Snoop Dogg,Snoopafella (Edited),hip hop,0.7393268470616022,King Tee,Act A Fool,hip hop,0.7233995794695326,Arc Angels,Shape I'm In,blues,0.7175666732967756,Snoop Dogg,Snoopafella (Edited),hip hop,0.751170263555241,King Tee,Act A Fool,hip hop,0.7361404325547102,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,0.7270736977073202
TROZEMN128F4262CCA,SOHSTLE12A8C132425,ARSF0K11187B9AF319,James Taylor,Something In The Way She Moves,folk,Lauryn Hill,Interlude 5,r&b/soul,4724.0,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,3817.0,Twiztid,She Ain't Afraid,hip hop,3260.0,Lauryn Hill,Interlude 5,r&b/soul,4229.039999999996,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,3403.0762499999955,Twiztid,She Ain't Afraid,hip hop,2971.83375,Atmosphere,Hair,hip hop,0.6717997645006921,Obie Trice,Got Some Teeth,hip hop,0.6500910799894744,The Pharcyde,Passin' Me By,hip hop,0.6495420206197321,Atmosphere,Hair,hip hop,0.6898237509042626,Obie Trice,Got Some Teeth,hip hop,0.6668673603111734,The Pharcyde,Passin' Me By,hip hop,0.6661505056060111
TRGAZWQ12903CB0BA9,SOGJZZZ12AF72AA43B,ARYQES41187B9B960F,David Gray,Draw The Line,folk,Lauryn Hill,Interlude 5,r&b/soul,1466.0,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,1176.0,Marques Houston,Cancel (Album Version),r&b/soul,1002.0,Lauryn Hill,Interlude 5,r&b/soul,1160.5599999999995,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,920.5675000000007,Marques Houston,Cancel (Album Version),r&b/soul,898.0425000000007,Against All Authority,Stand In Line,reggae,0.43708266604311063,Beck,Farewell Ride,rock,0.43543919986695345,Pat Green,California,country,0.43100933238323774,Against All Authority,Stand In Line,reggae,0.4568882237507943,Beck,Farewell Ride,rock,0.4554883361460728,Pat Green,California,country,0.4541322126490904
TRSNACX128E078AA88,SOKYDGS12A6701E3CB,ARYQES41187B9B960F,David Gray,Sail Away,folk,Fatboy Slim,The Rockafeller Skank,electronic,4327.0,Lauryn Hill,Interlude 5,r&b/soul,3842.0,Danity Kane,Hold Me Down (Album Version),r&b/soul,3580.0,Fatboy Slim,The Rockafeller Skank,electronic,4138.200000000026,Lauryn Hill,Interlude 5,r&b/soul,3407.7600000000057,Danity Kane,Hold Me Down (Album Version),r&b/soul,3378.8100000000077,OV7,Angelica,latin,0.6312952792090791,Usher,Nice & Slow,r&b/soul,0.6208463246777821,The Quireboys,Misled,rock,0.6154786750501673,OV7,Angelica,latin,0.6422368518882587,Usher,Nice & Slow,r&b/soul,0.6338410188205807,The Quireboys,Misled,rock,0.6288536656274727
TRXCQOC12903CB0BBA,SOEWUQY12AB0188156,ARYQES41187B9B960F,David Gray,Stella The Artist,folk,Lauryn Hill,Interlude 5,r&b/soul,1637.0,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,1278.0,Twiztid,She Ain't Afraid,hip hop,1016.0,Lauryn Hill,Interlude 5,r&b/soul,1419.8800000000024,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,1096.4274999999993,Twiztid,She Ain't Afraid,hip hop,889.5925000000002,Bob Dylan,Ballad In Plain D,folk,0.4701420897661209,Biz Markie,Vapors,hip hop,0.47013878935441417,Karan Casey,Song Of Lies,folk,0.4632499483995309,Biz Markie,Vapors,hip hop,0.5017708039497569,Bob Dylan,Ballad In Plain D,folk,0.49636157511637835,Karan Casey,Song Of Lies,folk,0.48815745465517957
TRPGPVH128F429B2F0,SOGACYC12A8C13C528,ARZWK2R1187B98F09F,Rise Against,Swing Life Away (Acoustic),folk,Lauryn Hill,Interlude 5,r&b/soul,4554.0,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,3753.0,Twista,I'm A Winner (Amended Album Version),hip hop,3492.0,Lauryn Hill,Interlude 5,r&b/soul,4106.879999999996,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,3379.0837499999975,Twista,I'm A Winner (Amended Album Version),hip hop,3199.7924999999996,Josh Turner,Soulmate,country,0.7046213058004958,Tony Sly,On the Outside,folk,0.689861665468378,Skankin' Pickle,Gas In My Car,reggae,0.6801670204477914,Josh Turner,Soulmate,country,0.7189496142418095,Tony Sly,On the Outside,folk,0.706768690944044,Skankin' Pickle,Gas In My Car,reggae,0.697442950464658
TRHLRGU128F42643FB,SORGTNE12D02193408,AR5FP401187FB523C9,Bob Dylan,Billy 4,folk,Lauryn Hill,Interlude 5,r&b/soul,3007.0,Twista,I'm A Winner (Amended Album Version),hip hop,2423.0,Eminem,My Darling,hip hop,2140.0,Lauryn Hill,Interlude 5,r&b/soul,2607.7199999999984,Twista,I'm A Winner (Amended Album Version),hip hop,2162.0575000000017,Pain of Salvation,Spitfall,metal,1939.955000000002,Pain of Salvation,Spitfall,metal,0.6418661041430578,Murs,The Dance,hip hop,0.5932247393876987,Warrant,Hollywood (So Far_ So Good),rock,0.5865989028345368,Pain of Salvation,Spitfall,metal,0.6626789551653871,Murs,The Dance,hip hop,0.6265403539181253,John Cale,Graham Greene,folk,0.6059454199125038
TRFCCKL128F426EE8E,SORACYK12D02193097,AR5FP401187FB523C9,Bob Dylan,Stuck Inside Of Mobile With The Memphis Blues Again,folk,Lauryn Hill,Interlude 5,r&b/soul,7190.0,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,5605.0,Twista,I'm A Winner (Amended Album Version),hip hop,4521.0,Lauryn Hill,Interlude 5,r&b/soul,6336.239999999996,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,4891.020000000001,Twista,I'm A Winner (Amended Album Version),hip hop,3963.0400000000036,Biz Markie,Vapors,hip hop,0.6353965509281032,Tonedeff,Ridiculous,hip hop,0.6167885032279087,The Arrogant Sons Of Bitches,Kill The President,punk,0.6160583982478228,Biz Markie,Vapors,hip hop,0.6678006172278396,Tonedeff,Ridiculous,hip hop,0.6462188123703354,Atmosphere,Hair,hip hop,0.6437198518961156
TRGOYOU128F93223F2,SOWILEH12CF5F8729B,AR5FP401187FB523C9,Bob Dylan,Pretty Peggy-O,folk,Lauryn Hill,Interlude 5,r&b/soul,1454.0,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,1186.0,Eminem,My Darling,hip hop,1144.0,Lauryn Hill,Interlude 5,r&b/soul,1201.92,Marques Houston,Cancel (Album Version),r&b/soul,1014.2037500000001,Eminem,My Darling,hip hop,989.7037500000004,Rasputina,Mr. E. Leon Rauis,rock,0.5228907274239615,Bad Religion,Automatic Man (Album Version),punk,0.5110774648400714,Bauhaus,The Sanity Assassin,punk,0.5018354299347355,Rasputina,Mr. E. Leon Rauis,rock,0.5416654706732521,Bad Religion,Automatic Man (Album Version),punk,0.5282993028416241,THERION,Darkness eve,metal,0.5179596269795272
TROMGSH128F427A408,SOBADWZ12CF5F86CD7,AR5FP401187FB523C9,Bob Dylan,She Belongs To Me,folk,Twiztid,She Ain't Afraid,hip hop,1718.0,UGK (Underground Kingz),She Luv It,hip hop,1594.0,The Corrs,Queen Of Hollywood ( LP Version ),pop,1481.0,Twiztid,She Ain't Afraid,hip hop,1578.7375000000002,UGK (Underground Kingz),She Luv It,hip hop,1500.400000000002,The Corrs,Queen Of Hollywood ( LP Version ),pop,1402.6749999999984,Lionel Richie,She's Amazing,r&b/soul,0.7441348931319451,Janie Fricke,She's Single Again,country,0.7286398001650679,DAN SEALS,Addicted,country,0.7259392328589465,Lionel Richie,She's Amazing,r&b/soul,0.7496652116822717,Janie Fricke,She's Single Again,country,0.7369258686409615,DAN SEALS,Addicted,country,0.7344662537966612
